"GO.ID","Term","Annotated","Significant","Expected","Rank.in.p.value_classic","p.value_elim","p.value_classic","genes"
"GO:0019730","antimicrobial humoral response",75,10,0.4,1,0.00018,6.7e-12,"ACOD1,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,FGB,S100A8,S100A9"
"GO:0030593","neutrophil chemotaxis",86,10,0.46,2,1.4e-12,2.7e-11,"CCL8,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,IL1B,S100A8,S100A9"
"GO:0006954","inflammatory response",638,19,3.39,6,1.3e-05,8e-10,"ACOD1,APOA1,CCL8,CEBPB,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,CYLD,GBP5,GHSR,ICAM1,IL1B,S100A8,S100A9,SERPINC1,VPS35"
"GO:0009617","response to bacterium",516,17,2.74,7,0.02539,1.6e-09,"ACOD1,CEBPB,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,CYP2E1,FGB,GBP5,GHSR,ICAM1,IL1B,PCK1,S100A8,S100A9"
"GO:0071222","cellular response to lipopolysaccharide",178,11,0.95,8,1e-10,2.6e-09,"ACOD1,CEBPB,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,GHSR,ICAM1,IL1B"
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",44,7,0.23,9,3.9e-10,3.1e-09,"CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,S100A9"
"GO:0070098","chemokine-mediated signaling pathway",76,8,0.4,13,6.1e-10,6.5e-09,"CCL8,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,CXCR5"
"GO:0006955","immune response",1737,29,9.23,15,0.00172,1.1e-08,"ACOD1,APOA1,AZGP1,CCL8,CEBPB,CTSS,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,CXCR5,CYLD,FGB,FGG,GBP5,HBB,HLA-DRA,ICAM1,IL1B,IL32,LPCAT1,LST1,PRDM1,S100A8,S100A9,SERPINC1,SLC27A2"
"GO:0071347","cellular response to interleukin-1",120,9,0.64,21,1e-09,1.5e-08,"ACOD1,CCL8,CEBPB,CXCL8,FGB,FGG,ICAM1,IL1B,PCK1"
"GO:0019221","cytokine-mediated signaling pathway",671,15,3.56,36,0.00473,2.3e-06,"APOA1,CCL8,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,CXCR5,CYLD,FGF2,HLA-DRA,ICAM1,IL1B,IL32"
"GO:0032103","positive regulation of response to external stimulus",262,9,1.39,40,0.00024,1e-05,"ACOD1,CXCL10,CXCL8,FGF2,GBP5,GHSR,IL1B,S100A8,S100A9"
"GO:0070486","leukocyte aggregation",12,3,0.06,43,1.3e-05,3.1e-05,"IL1B,S100A8,S100A9"
"GO:0010469","regulation of signaling receptor activity",462,11,2.45,45,1.9e-06,3.3e-05,"CCL8,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,FGF2,GDF1,IL1B,IL32"
"GO:0017144","drug metabolic process",743,14,3.95,46,0.01074,3.6e-05,"ACOD1,ALDOB,CYP2E1,GART,GNMT,HBB,HMGCS2,HPD,ICAM1,IL1B,MAT1A,PCK1,TAT,VPS35"
"GO:0002224","toll-like receptor signaling pathway",123,6,0.65,49,9.2e-06,4.9e-05,"ACOD1,CTSS,FGB,FGG,S100A8,S100A9"
"GO:0034116","positive regulation of heterotypic cell-cell adhesion",15,3,0.08,51,2.6e-05,6.3e-05,"FGB,FGG,IL1B"
"GO:0071356","cellular response to tumor necrosis factor",214,7,1.14,59,2.2e-05,0.00014,"ACOD1,APOA1,CCL8,CXCL8,CYLD,ICAM1,PCK1"
"GO:2001236","regulation of extrinsic apoptotic signaling pathway",149,6,0.79,58,0.00957,0.00014,"CYLD,FGB,FGG,ICAM1,IL1B,SIAH2"
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway",98,5,0.52,62,0.02467,0.00017,"FGB,FGG,ICAM1,IL1B,SIAH2"
"GO:0043950","positive regulation of cAMP-mediated signaling",25,3,0.13,70,0.00013,0.00031,"CXCL10,CXCL11,CXCL9"
"GO:2000352","negative regulation of endothelial cell apoptotic process",27,3,0.14,75,0.00016,0.00039,"FGB,FGG,ICAM1"
"GO:0045907","positive regulation of vasoconstriction",27,3,0.14,76,0.00016,0.00039,"FGB,FGG,ICAM1"
"GO:0072378","blood coagulation, fibrin clot formation",27,3,0.14,77,0.00016,0.00039,"FGB,FGG,SERPINC1"
"GO:0046395","carboxylic acid catabolic process",262,7,1.39,82,0.00281,0.00049,"FGF2,HPD,MAT1A,PCK1,PON1,SLC27A2,TAT"
"GO:0031667","response to nutrient levels",445,9,2.36,86,0.00212,0.00059,"APOA1,CXCL10,GHSR,ICAM1,IL1B,PCK1,PON1,SERPINC1,SSTR3"
"GO:0002526","acute inflammatory response",132,5,0.7,89,0.00949,0.00069,"CEBPB,ICAM1,IL1B,S100A8,SERPINC1"
"GO:0042737","drug catabolic process",133,5,0.71,90,0.01166,0.00071,"CYP2E1,HBB,HPD,PCK1,TAT"
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading",34,3,0.18,92,0.00033,0.00077,"APOA1,FGB,FGG"
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",34,3,0.18,93,0.00033,0.00077,"FGB,FGG,ICAM1"
"GO:0051384","response to glucocorticoid",137,5,0.73,94,0.00819,0.00082,"GHSR,ICAM1,PCK1,SSTR3,TAT"
"GO:0045429","positive regulation of nitric oxide biosynthetic process",35,3,0.19,96,0.00036,0.00084,"HBB,ICAM1,IL1B"
"GO:0070741","response to interleukin-6",36,3,0.19,99,0.01535,0.00091,"FGG,ICAM1,PCK1"
"GO:0046165","alcohol biosynthetic process",142,5,0.75,102,0.00025,0.00096,"APOA1,FGF2,HMGCS2,IL1B,PCK1"
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol",38,3,0.2,105,0.00046,0.00107,"CXCL10,CXCL11,CXCL9"
"GO:0002523","leukocyte migration involved in inflammatory response",10,2,0.05,107,0.00068,0.00122,"S100A8,S100A9"
"GO:0031987","locomotion involved in locomotory behavior",10,2,0.05,108,0.00068,0.00122,"GHSR,VPS35"
"GO:0006570","tyrosine metabolic process",10,2,0.05,109,0.00068,0.00122,"HPD,TAT"
"GO:0040017","positive regulation of locomotion",501,9,2.66,114,0.01556,0.00136,"CCL8,CXCL10,CXCL8,FGF2,ICAM1,IL1B,LRRC15,SEMA4G,VPS35"
"GO:0006559","L-phenylalanine catabolic process",11,2,0.06,117,0.00083,0.00149,"HPD,TAT"
"GO:0044650","adhesion of symbiont to host cell",11,2,0.06,118,0.00083,0.00149,"ICAM1,LRRC15"
"GO:0006721","terpenoid metabolic process",93,4,0.49,122,0.00051,0.00152,"APOA1,CYP2E1,HMGCS2,SDR16C5"
"GO:0010035","response to inorganic substance",513,9,2.73,124,0.00018,0.00161,"CYP2E1,FGB,FGG,GART,HBB,ICAM1,PON1,S100A8,TAT"
"GO:0007267","cell-cell signaling",1471,17,7.81,127,0.00087,0.00174,"CCL8,CXCL10,CXCL11,CXCL5,CXCL9,CYLD,FGB,FGF2,FGG,GHSR,GJB1,IL1B,NDRG2,S100A9,SIAH2,SSTR3,VPS35"
"GO:0051238","sequestering of metal ion",12,2,0.06,130,0.001,0.00178,"S100A8,S100A9"
"GO:0071346","cellular response to interferon-gamma",165,5,0.88,132,5e-04,0.00186,"ACOD1,CCL8,GBP5,HLA-DRA,ICAM1"
"GO:0018119","peptidyl-cysteine S-nitrosylation",13,2,0.07,137,0.00118,0.0021,"S100A8,S100A9"
"GO:0046459","short-chain fatty acid metabolic process",13,2,0.07,138,0.00118,0.0021,"ACOD1,PCK1"
"GO:0045408","regulation of interleukin-6 biosynthetic process",13,2,0.07,139,0.00118,0.0021,"CEBPB,GHSR"
"GO:0046500","S-adenosylmethionine metabolic process",13,2,0.07,140,0.00118,0.0021,"GNMT,MAT1A"
"GO:0051186","cofactor metabolic process",537,9,2.85,143,0.00396,0.00219,"ALDOB,GART,GNMT,GSTT2B,HBB,HMGCS2,MAT1A,SLC25A16,TAT"
"GO:1905564","positive regulation of vascular endothelial cell proliferation",14,2,0.07,149,0.00137,0.00244,"FGF2,GHSR"
"GO:0006694","steroid biosynthetic process",177,5,0.94,158,0.01787,0.00253,"ABCB11,APOA1,HMGCS2,IL1B,SLC27A2"
"GO:0002687","positive regulation of leukocyte migration",111,4,0.59,167,0.00099,0.0029,"CCL8,CXCL10,CXCL8,ICAM1"
"GO:0050729","positive regulation of inflammatory response",113,4,0.6,172,0.00106,0.00309,"GBP5,IL1B,S100A8,S100A9"
"GO:0070527","platelet aggregation",56,3,0.3,177,0.00143,0.00328,"FGB,FGG,HBB"
"GO:0050728","negative regulation of inflammatory response",115,4,0.61,178,0.00113,0.00329,"ACOD1,APOA1,GHSR,VPS35"
"GO:0097067","cellular response to thyroid hormone stimulus",17,2,0.09,183,0.00203,0.0036,"CTSS,GHSR"
"GO:0006555","methionine metabolic process",17,2,0.09,184,0.00203,0.0036,"GNMT,MAT1A"
"GO:0042127","regulation of cell proliferation",1455,16,7.73,191,0.01113,0.00395,"AZGP1,CCL8,CEBPB,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,FGF2,GHSR,IL1B,LST1,NDRG2,PRDM1,SSTR3"
"GO:0007186","G protein-coupled receptor signaling pathway",947,12,5.03,195,0.00431,0.00426,"APOA1,CCL8,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,CXCR5,GHSR,SSTR3,VPS35"
"GO:0002438","acute inflammatory response to antigenic stimulus",19,2,0.1,199,0.00254,0.0045,"ICAM1,SERPINC1"
"GO:1901739","regulation of myoblast fusion",19,2,0.1,200,0.00254,0.0045,"CXCL10,CXCL9"
"GO:0032691","negative regulation of interleukin-1 beta production",19,2,0.1,201,0.00254,0.0045,"APOA1,GHSR"
"GO:0010447","response to acidic pH",20,2,0.11,208,0.00282,0.00498,"CTSS,PCK1"
"GO:0048520","positive regulation of behavior",20,2,0.11,209,0.00282,0.00498,"GHSR,VPS35"
"GO:0042359","vitamin D metabolic process",20,2,0.11,210,0.00282,0.00498,"GC,IL1B"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade",209,5,1.11,213,0.00144,0.00513,"CCL8,FGB,FGF2,FGG,ICAM1"
"GO:0070664","negative regulation of leukocyte proliferation",69,3,0.37,221,0.0026,0.0059,"CCL8,CEBPB,LST1"
"GO:0010818","T cell chemotaxis",22,2,0.12,226,0.00341,0.00602,"CXCL10,CXCL11"
"GO:0045940","positive regulation of steroid metabolic process",22,2,0.12,227,0.00341,0.00602,"APOA1,IL1B"
"GO:0045165","cell fate commitment",220,5,1.17,232,0.0018,0.00635,"CEBPB,CYLD,FGF2,NKX2-2,PRDM1"
"GO:0051050","positive regulation of transport",873,11,4.64,233,0.01349,0.00646,"CEBPB,CTSS,CXCL10,CXCL11,CXCL9,FGB,FGG,IL1B,PON1,S100A8,VPS35"
"GO:0008285","negative regulation of cell proliferation",634,9,3.37,234,0.02038,0.00649,"AZGP1,CCL8,CEBPB,CXCL1,CXCL8,IL1B,LST1,NDRG2,SSTR3"
"GO:0031639","plasminogen activation",23,2,0.12,237,0.00372,0.00657,"FGB,FGG"
"GO:0051781","positive regulation of cell division",72,3,0.38,238,0.00293,0.00664,"CXCR5,FGF2,IL1B"
"GO:0051092","positive regulation of NF-kappaB transcription factor activity",142,4,0.75,240,0.00244,0.00693,"ICAM1,IL1B,S100A8,S100A9"
"GO:0006730","one-carbon metabolic process",24,2,0.13,243,0.00405,0.00714,"GNMT,MAT1A"
"GO:0002791","regulation of peptide secretion",424,7,2.25,247,0.01109,0.00737,"APOA1,FGB,FGG,GHSR,IL1B,S100A8,VPS35"
"GO:0044248","cellular catabolic process",2135,20,11.34,254,0.01501,0.00763,"ALDOB,APOA1,CTSS,CYLD,CYP2E1,DXO,FGF2,HBB,HPD,IL1B,MAT1A,NTAN1,PCK1,PON1,S100A8,S100A9,SIAH2,SLC27A2,TAT,VPS35"
"GO:0051289","protein homotetramerization",76,3,0.4,255,0.00342,0.00771,"GBP5,GNMT,MAT1A"
"GO:0050832","defense response to fungus",25,2,0.13,256,0.00439,0.00773,"S100A8,S100A9"
"GO:0008283","cell proliferation",1851,18,9.83,259,0.01147,0.00797,"APOA1,AZGP1,CCL8,CEBPB,CXCL1,CXCL10,CXCL11,CXCL5,CXCL8,CXCL9,FGF2,GHSR,IL1B,LST1,NDRG2,PRDM1,SDR16C5,SSTR3"
"GO:0032602","chemokine production",77,3,0.41,260,0.00355,0.00799,"IL1B,S100A8,S100A9"
"GO:0016125","sterol metabolic process",151,4,0.8,265,0.00305,0.00857,"APOA1,EBPL,HMGCS2,PON1"
"GO:0006094","gluconeogenesis",82,3,0.44,272,0.00424,0.00949,"ALDOB,GNMT,PCK1"
"GO:1905606","regulation of presynapse assembly",28,2,0.15,274,0.00549,0.00964,"LRFN4,VPS35"
"GO:0042730","fibrinolysis",28,2,0.15,275,0.00549,0.00964,"FGB,FGG"
"GO:0007399","nervous system development",2183,20,11.6,277,0.00103,0.00969,"APOA1,CEBPB,CXCL1,EFHC1,FGF2,GART,GHSR,GJB1,IL1B,LRFN4,LST1,MATN2,NDRG2,NKX2-2,PRDM1,S100A8,S100A9,SEMA4G,SSTR3,VPS35"
"GO:0045766","positive regulation of angiogenesis",158,4,0.84,281,0.00359,0.01001,"CXCL8,FGF2,GHSR,IL1B"
"GO:0034698","response to gonadotropin",29,2,0.15,284,0.00588,0.01032,"GHSR,ICAM1"
"GO:0071549","cellular response to dexamethasone stimulus",30,2,0.16,289,0.00629,0.01102,"ICAM1,PCK1"
"GO:0043312","neutrophil degranulation",459,7,2.44,290,0.00224,0.01112,"CTSS,CXCL1,HBB,LPCAT1,S100A8,S100A9,SLC27A2"
"GO:0006641","triglyceride metabolic process",88,3,0.47,293,0.00516,0.0115,"APOA1,CYP2E1,PCK1"
"GO:0010574","regulation of vascular endothelial growth factor production",31,2,0.16,299,0.0067,0.01174,"IL1B,NDRG2"
"GO:0001893","maternal placenta development",31,2,0.16,300,0.0067,0.01174,"GHSR,PRDM1"
"GO:0006882","cellular zinc ion homeostasis",32,2,0.17,309,0.00713,0.01248,"S100A8,S100A9"
"GO:0071354","cellular response to interleukin-6",32,2,0.17,310,0.00713,0.01248,"FGG,ICAM1"
"GO:0042742","defense response to bacterium",171,4,0.91,315,0.00475,0.01308,"CEBPB,FGB,S100A8,S100A9"
"GO:0006656","phosphatidylcholine biosynthetic process",33,2,0.18,318,0.00757,0.01324,"APOA1,LPCAT1"
"GO:0044058","regulation of digestive system process",33,2,0.18,319,0.00757,0.01324,"APOA1,GHSR"
"GO:0099175","regulation of postsynapse organization",93,3,0.49,322,0.00602,0.01334,"GHSR,LRFN4,VPS35"
"GO:0009056","catabolic process",2404,21,12.77,323,0.01878,0.01339,"ALDOB,APOA1,CTSS,CYLD,CYP2E1,DXO,FGF2,HBB,HPD,IL1B,LPCAT1,MAT1A,NTAN1,PCK1,PON1,S100A8,S100A9,SIAH2,SLC27A2,TAT,VPS35"
"GO:0006699","bile acid biosynthetic process",34,2,0.18,327,0.00803,0.01402,"ABCB11,SLC27A2"
"GO:0030212","hyaluronan metabolic process",34,2,0.18,328,0.00803,0.01402,"FGF2,IL1B"
"GO:0032368","regulation of lipid transport",96,3,0.51,331,0.00657,0.01452,"APOA1,IL1B,PON1"
"GO:1903539","protein localization to postsynaptic membrane",35,2,0.19,337,0.00849,0.01482,"GHSR,VPS35"
"GO:0032570","response to progesterone",36,2,0.19,341,0.00897,0.01564,"ACOD1,NKX2-2"
"GO:0051180","vitamin transport",36,2,0.19,342,0.00897,0.01564,"APOA1,GC"
"GO:0007015","actin filament organization",384,6,2.04,353,0.00415,0.01649,"APOA1,GHSR,ICAM1,MARCKS,WHAMM,XIRP1"
"GO:0002065","columnar/cuboidal epithelial cell differentiation",101,3,0.54,356,0.00756,0.01662,"CEBPB,NKX2-2,PRDM1"
"GO:0043062","extracellular structure organization",385,6,2.05,357,0.0042,0.01669,"APOA1,CTSS,FGB,FGF2,FGG,ICAM1"
"GO:1900744","regulation of p38MAPK cascade",38,2,0.2,359,0.00995,0.01733,"CYLD,IL1B"
"GO:0090276","regulation of peptide hormone secretion",188,4,1,363,0.00663,0.01792,"FGB,FGG,GHSR,IL1B"
"GO:0033344","cholesterol efflux",39,2,0.21,367,0.01047,0.01821,"APOA1,PON1"
"GO:0061028","establishment of endothelial barrier",40,2,0.21,370,0.01099,0.0191,"ICAM1,IL1B"
"GO:0006953","acute-phase response",40,2,0.21,371,0.01099,0.0191,"CEBPB,IL1B"
"GO:1903672","positive regulation of sprouting angiogenesis",40,2,0.21,372,0.01099,0.0191,"FGF2,GHSR"
"GO:0043200","response to amino acid",108,3,0.57,379,0.00908,0.01983,"CEBPB,ICAM1,PCK1"
"GO:0050920","regulation of chemotaxis",194,4,1.03,380,0.00739,0.01986,"CXCL10,CXCL8,FGF2,SEMA4G"
"GO:0050919","negative chemotaxis",41,2,0.22,381,0.01152,0.02001,"APOA1,SEMA4G"
"GO:0050708","regulation of protein secretion",402,6,2.14,384,0.00517,0.02018,"APOA1,FGB,FGG,GHSR,IL1B,VPS35"
"GO:0002064","epithelial cell development",196,4,1.04,387,0.00765,0.02054,"ICAM1,IL1B,NKX2-2,PRDM1"
"GO:0032371","regulation of sterol transport",42,2,0.22,391,0.01207,0.02094,"APOA1,PON1"
"GO:0032374","regulation of cholesterol transport",42,2,0.22,392,0.01207,0.02094,"APOA1,PON1"
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",111,3,0.59,395,0.00978,0.02131,"CXCL10,CXCL11,CXCL9"
"GO:0032480","negative regulation of type I interferon production",43,2,0.23,402,0.01263,0.02189,"ACOD1,CYLD"
"GO:0003158","endothelium development",113,3,0.6,405,0.01026,0.02232,"CXCL10,ICAM1,IL1B"
"GO:0050709","negative regulation of protein secretion",113,3,0.6,406,0.01026,0.02232,"APOA1,GHSR,IL1B"
"GO:1903793","positive regulation of anion transport",44,2,0.23,410,0.01319,0.02285,"CEBPB,IL1B"
"GO:0050702","interleukin-1 beta secretion",44,2,0.23,411,0.01319,0.02285,"APOA1,GBP5"
"GO:0007584","response to nutrient",205,4,1.09,416,0.00893,0.02375,"APOA1,CXCL10,IL1B,SERPINC1"
"GO:0002792","negative regulation of peptide secretion",119,3,0.63,424,0.0118,0.02552,"APOA1,GHSR,IL1B"
"GO:0009108","coenzyme biosynthetic process",212,4,1.13,427,0.01002,0.02644,"ALDOB,GART,MAT1A,SLC25A16"
"GO:0050921","positive regulation of chemotaxis",121,3,0.64,429,0.01235,0.02664,"CXCL10,CXCL8,FGF2"
"GO:0007566","embryo implantation",48,2,0.25,431,0.01557,0.02688,"ACOD1,IL1B"
"GO:0045471","response to ethanol",122,3,0.65,436,0.01262,0.02721,"CYP2E1,ICAM1,S100A8"
"GO:0002576","platelet degranulation",123,3,0.65,442,0.0129,0.02779,"APOA1,FGB,FGG"
"GO:0048565","digestive tract development",123,3,0.65,443,0.0129,0.02779,"CXCL8,NKX2-2,PRDM1"
"GO:0002548","monocyte chemotaxis",49,2,0.26,444,0.01619,0.02793,"CCL8,CXCL10"
"GO:0097120","receptor localization to synapse",49,2,0.26,445,0.01619,0.02793,"GHSR,VPS35"
"GO:0015850","organic hydroxy compound transport",219,4,1.16,450,0.01119,0.02932,"ABCB11,APOA1,GHSR,PON1"
"GO:0031102","neuron projection regeneration",51,2,0.27,451,0.01747,0.03007,"APOA1,MATN2"
"GO:0050701","interleukin-1 secretion",51,2,0.27,452,0.01747,0.03007,"APOA1,GBP5"
"GO:0045661","regulation of myoblast differentiation",52,2,0.28,457,0.01812,0.03117,"CXCL10,CXCL9"
"GO:0001541","ovarian follicle development",53,2,0.28,459,0.01878,0.03228,"CEBPB,ICAM1"
"GO:0017001","antibiotic catabolic process",53,2,0.28,460,0.01878,0.03228,"HBB,PCK1"
"GO:0031663","lipopolysaccharide-mediated signaling pathway",53,2,0.28,461,0.01878,0.03228,"ACOD1,IL1B"
"GO:0035065","regulation of histone acetylation",53,2,0.28,462,0.01878,0.03228,"IL1B,SDR16C5"
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway",54,2,0.29,468,0.01946,0.03341,"S100A8,S100A9"
"GO:0002066","columnar/cuboidal epithelial cell development",54,2,0.29,469,0.01946,0.03341,"NKX2-2,PRDM1"
"GO:0030198","extracellular matrix organization",337,5,1.79,470,0.01085,0.03373,"CTSS,FGB,FGF2,FGG,ICAM1"
"GO:0008203","cholesterol metabolic process",133,3,0.71,471,0.01589,0.0339,"APOA1,HMGCS2,PON1"
"GO:0010038","response to metal ion",338,5,1.8,472,0.01098,0.0341,"FGB,FGG,ICAM1,S100A8,TAT"
"GO:0055123","digestive system development",134,3,0.71,473,0.01621,0.03455,"CXCL8,NKX2-2,PRDM1"
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",55,2,0.29,474,0.02014,0.03455,"APOA1,CYLD"
"GO:0046173","polyol biosynthetic process",55,2,0.29,475,0.02014,0.03455,"FGF2,PCK1"
"GO:0032370","positive regulation of lipid transport",55,2,0.29,476,0.02014,0.03455,"IL1B,PON1"
"GO:0050710","negative regulation of cytokine secretion",56,2,0.3,482,0.02083,0.03571,"APOA1,GHSR"
"GO:0045927","positive regulation of growth",235,4,1.25,485,0.01418,0.03657,"FGF2,GHSR,S100A8,S100A9"
"GO:0002250","adaptive immune response",345,5,1.83,486,0.01192,0.03674,"CTSS,FGB,ICAM1,IL1B,PRDM1"
"GO:0046649","lymphocyte activation",589,7,3.13,488,0.00867,0.03717,"CEBPB,CXCR5,CYLD,ICAM1,IL1B,LST1,PRDM1"
"GO:1902652","secondary alcohol metabolic process",138,3,0.73,489,0.01752,0.0372,"APOA1,HMGCS2,PON1"
"GO:0001885","endothelial cell development",58,2,0.31,490,0.02225,0.03807,"ICAM1,IL1B"
"GO:2000756","regulation of peptidyl-lysine acetylation",59,2,0.31,494,0.02297,0.03927,"IL1B,SDR16C5"
"GO:0050918","positive chemotaxis",59,2,0.31,495,0.02297,0.03927,"CXCL8,FGF2"
"GO:0002793","positive regulation of peptide secretion",244,4,1.3,503,0.01607,0.04106,"FGB,FGG,S100A8,VPS35"
"GO:0032868","response to insulin",245,4,1.3,505,0.01628,0.04158,"GHSR,ICAM1,IL1B,PCK1"
"GO:0050865","regulation of cell activation",478,6,2.54,507,0.01165,0.04184,"CEBPB,CYLD,FGG,IL1B,LST1,PRDM1"
"GO:0016999","antibiotic metabolic process",145,3,0.77,508,0.01995,0.04208,"ACOD1,HBB,PCK1"
"GO:0009636","response to toxic substance",479,6,2.54,511,0.01176,0.0422,"CYP2E1,HBB,ICAM1,PON1,S100A8,S100A9"
"GO:0014015","positive regulation of gliogenesis",62,2,0.33,512,0.0252,0.04297,"IL1B,NKX2-2"
"GO:0046888","negative regulation of hormone secretion",62,2,0.33,513,0.0252,0.04297,"GHSR,IL1B"
"GO:0015718","monocarboxylic acid transport",147,3,0.78,514,0.02068,0.04353,"ABCB11,IL1B,SLC27A2"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",63,2,0.33,515,0.02596,0.04422,"GHSR,VPS35"
"GO:0042063","gliogenesis",251,4,1.33,517,0.01764,0.04476,"IL1B,MATN2,NKX2-2,S100A8"
"GO:0032945","negative regulation of mononuclear cell proliferation",64,2,0.34,521,0.02673,0.0455,"CEBPB,LST1"
"GO:0050672","negative regulation of lymphocyte proliferation",64,2,0.34,522,0.02673,0.0455,"CEBPB,LST1"
"GO:0048678","response to axon injury",64,2,0.34,523,0.02673,0.0455,"APOA1,MATN2"
"GO:0019915","lipid storage",65,2,0.35,527,0.0275,0.04678,"APOA1,IL1B"
"GO:1901568","fatty acid derivative metabolic process",152,3,0.81,529,0.02256,0.04727,"CYP2E1,HMGCS2,PON1"
"GO:0051249","regulation of lymphocyte activation",371,5,1.97,530,0.01588,0.04765,"CEBPB,CYLD,IL1B,LST1,PRDM1"
"GO:0022408","negative regulation of cell-cell adhesion",153,3,0.81,531,0.02295,0.04803,"APOA1,CEBPB,FGG"
"GO:2001242","regulation of intrinsic apoptotic signaling pathway",153,3,0.81,532,0.02295,0.04803,"CYLD,S100A8,S100A9"
"GO:0051493","regulation of cytoskeleton organization",495,6,2.63,534,0.01365,0.04816,"APOA1,CYLD,ICAM1,S100A8,S100A9,WHAMM"
"GO:0051047","positive regulation of secretion",374,5,1.99,536,0.01639,0.04902,"FGB,FGG,IL1B,S100A8,VPS35"
